stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Marek\Desktop\Konik 1.5\Algorytm Konika Szachowego\bin\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.29451] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.29454] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.29457] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.29460] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.29463] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.29466] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.29469] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   1.29472] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   1.29475] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   1.29478] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   1.29500] Glyph 36: 19x19 (20x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29504] Locking glyph region: 02D70F00 0 0 20 20
font     D                ttf.c:166  unlock_current_page              [   1.29579] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29594] Glyph 88: 13x15 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29598] Locking glyph region: 02D70F00 20 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.29606] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29613] Glyph 87: 9x20 (12x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29616] Locking glyph region: 02D70F00 36 0 12 20
font     D                ttf.c:166  unlock_current_page              [   1.29622] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29630] Glyph 82: 14x15 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29634] Locking glyph region: 02D70F00 48 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.29641] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29648] Glyph 85: 9x15 (12x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29652] Locking glyph region: 02D70F00 64 0 12 16
font     D                ttf.c:166  unlock_current_page              [   1.29658] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29665] Glyph 93: 13x15 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29668] Locking glyph region: 02D70F00 76 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.29674] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29682] Glyph 92: 14x20 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29685] Locking glyph region: 02D70F00 92 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.29691] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29696] Glyph 29: 5x15 (8x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29700] Locking glyph region: 02D70F00 108 0 8 16
font     D                ttf.c:166  unlock_current_page              [   1.29705] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29718] Glyph 71: 14x19 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29721] Locking glyph region: 02D70F00 116 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.29731] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29737] Glyph 76: 5x19 (8x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29740] Locking glyph region: 02D70F00 132 0 8 20
font     D                ttf.c:166  unlock_current_page              [   1.29746] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29755] Glyph 68: 14x15 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29758] Locking glyph region: 02D70F00 140 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.29764] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29772] Glyph 81: 13x15 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29775] Locking glyph region: 02D70F00 156 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.29781] Unlocking page: 02D70F00
font     D                ttf.c:445  cache_glyph                      [   1.29785] Glyph 3 has zero size.
font     D                ttf.c:242  alloc_glyph_region               [   1.29791] Glyph 38: 17x19 (20x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29794] Locking glyph region: 02D70F00 172 0 20 20
font     D                ttf.c:166  unlock_current_page              [   1.29800] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29808] Glyph 75: 13x19 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29811] Locking glyph region: 02D70F00 192 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.29820] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29842] Glyph 80: 19x15 (20x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29845] Locking glyph region: 02D70F00 208 0 20 16
font     D                ttf.c:166  unlock_current_page              [   1.29852] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29861] Glyph 72: 14x15 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29866] Locking glyph region: 02D70F00 228 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.29872] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29879] Glyph 79: 5x19 (8x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29882] Locking glyph region: 02D70F00 244 0 8 20
font     D                ttf.c:166  unlock_current_page              [   1.29888] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29898] Glyph 90: 19x15 (20x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29901] Locking glyph region: 02D70F00 252 0 20 16
font     D                ttf.c:166  unlock_current_page              [   1.29907] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29914] Glyph 70: 14x15 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.29917] Locking glyph region: 02D70F00 272 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.29923] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29939] Glyph 48: 19x19 (20x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29942] Locking glyph region: 02D70F00 288 0 20 20
font     D                ttf.c:166  unlock_current_page              [   1.29951] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29960] Glyph 46: 17x19 (20x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29963] Locking glyph region: 02D70F00 308 0 20 20
font     D                ttf.c:166  unlock_current_page              [   1.29970] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.29983] Glyph 78: 13x19 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29986] Locking glyph region: 02D70F00 328 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.29993] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.30000] Glyph 51: 16x19 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.30003] Locking glyph region: 02D70F00 344 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.30009] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.30016] Glyph 77: 8x24 (8x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.30020] Locking glyph region: 02D70F00 360 0 8 24
font     D                ttf.c:166  unlock_current_page              [   1.30026] Unlocking page: 02D70F00
font     D                ttf.c:242  alloc_glyph_region               [   1.30035] Glyph 86: 13x15 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.30039] Locking glyph region: 02D70F00 368 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.30044] Unlocking page: 02D70F00
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.30543] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.30555] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.30760] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.30772] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:196  _al_register_destructor          [   1.30843] added dtor for queue 02D6B480, func 61CE630B
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.20014] removed dtor for bitmap 02D54E98
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.20162] removed dtor for bitmap 02D69288
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.20234] removed dtor for queue 02D6B480
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.20241] removed dtor for ttf_font 00F0BCA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   6.20369] removed dtor for ttf_font 00F0BBA0
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   6.20510] destroying display 00F0D848 (current 00000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   6.20835] waiting for display 00F0D848's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [   7.04742] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [   7.04753] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1558 d3d_display_thread_proc          [   7.06804] d3d display thread exits
